name,name:nan-HJ,name:nan-TL,name:nan-POJ,name:nan-HJ || name,name:nan-TL | name:nan-POJ,name:nan-HJ || name（name:nan-TL | name:nan-POJ）,Include numbers or ()
洲仔,,,Tsiu-á,洲仔,Tsiu-á,洲仔（Tsiu-á）,FALSE
洲尾,洲尾,Chiu-bé,Chiu-bé,洲尾,Chiu-bé,洲尾（Chiu-bé）,FALSE
炮子林,炮仔林,Phō-á-nâ,Phō-á-nâ,炮仔林,Phō-á-nâ,炮仔林（Phō-á-nâ）,FALSE
牯嶺街,牯嶺街,Kóo-niá-kue,Kó͘-niá-koe,牯嶺街,Kóo-niá-kue | Kó͘-niá-koe,牯嶺街（Kóo-niá-kue | Kó͘-niá-koe）,FALSE
牯嶺街12巷,牯嶺街12巷,Kóo-niá-kue 12-hāng,Kó͘-niá-koe 12-hāng,牯嶺街12巷,Kóo-niá-kue 12-hāng | Kó͘-niá-koe 12-hāng,牯嶺街12巷（Kóo-niá-kue 12-hāng | Kó͘-niá-koe 12-hāng）,TRUE
牯嶺街22巷,牯嶺街22巷,Kóo-niá-kue 22-hāng,Kó͘-niá-koe 22-hāng,牯嶺街22巷,Kóo-niá-kue 22-hāng | Kó͘-niá-koe 22-hāng,牯嶺街22巷（Kóo-niá-kue 22-hāng | Kó͘-niá-koe 22-hāng）,TRUE
牯嶺街5巷,牯嶺街5巷,Kóo-niá-kue 5-hāng,Kó͘-niá-koe 5-hāng,牯嶺街5巷,Kóo-niá-kue 5-hāng | Kó͘-niá-koe 5-hāng,牯嶺街5巷（Kóo-niá-kue 5-hāng | Kó͘-niá-koe 5-hāng）,TRUE
牯嶺街60巷,牯嶺街60巷,Kóo-niá-kue 60-hāng,Kó͘-niá-koe 60-hāng,牯嶺街60巷,Kóo-niá-kue 60-hāng | Kó͘-niá-koe 60-hāng,牯嶺街60巷（Kóo-niá-kue 60-hāng | Kó͘-niá-koe 60-hāng）,TRUE
牯嶺街81巷,牯嶺街81巷,Kóo-niá-kue 81-hāng,Kó͘-niá-koe 81-hāng,牯嶺街81巷,Kóo-niá-kue 81-hāng | Kó͘-niá-koe 81-hāng,牯嶺街81巷（Kóo-niá-kue 81-hāng | Kó͘-niá-koe 81-hāng）,TRUE
牯嶺街84巷,牯嶺街84巷,Kóo-niá-kue 84-hāng,Kó͘-niá-koe 84-hāng,牯嶺街84巷,Kóo-niá-kue 84-hāng | Kó͘-niá-koe 84-hāng,牯嶺街84巷（Kóo-niá-kue 84-hāng | Kó͘-niá-koe 84-hāng）,TRUE
牯嶺街89巷,牯嶺街89巷,Kóo-niá-kue 89-hāng,Kó͘-niá-koe 89-hāng,牯嶺街89巷,Kóo-niá-kue 89-hāng | Kó͘-niá-koe 89-hāng,牯嶺街89巷（Kóo-niá-kue 89-hāng | Kó͘-niá-koe 89-hāng）,TRUE
牯嶺街95巷,牯嶺街95巷,Kóo-niá-kue 95-hāng,Kó͘-niá-koe 95-hāng,牯嶺街95巷,Kóo-niá-kue 95-hāng | Kó͘-niá-koe 95-hāng,牯嶺街95巷（Kóo-niá-kue 95-hāng | Kó͘-niá-koe 95-hāng）,TRUE
牯嶺街9巷,牯嶺街9巷,Kóo-niá-kue 9-hāng,Kó͘-niá-koe 9-hāng,牯嶺街9巷,Kóo-niá-kue 9-hāng | Kó͘-niá-koe 9-hāng,牯嶺街9巷（Kóo-niá-kue 9-hāng | Kó͘-niá-koe 9-hāng）,TRUE
眉原,眉原,Bî-guân,Bî-goân,眉原,Bî-guân | Bî-goân,眉原（Bî-guân | Bî-goân）,FALSE
眉溪,眉溪,Bâi-khe,Bâi-khe,眉溪,Bâi-khe,眉溪（Bâi-khe）,FALSE
研究院路一段,,Gián-kiú-iān-lōo-1-tuānn,Gián-kiú-iān-lō͘-1-tōaⁿ,研究院路一段,Gián-kiú-iān-lōo-1-tuānn | Gián-kiú-iān-lō͘-1-tōaⁿ,研究院路一段（Gián-kiú-iān-lōo-1-tuānn | Gián-kiú-iān-lō͘-1-tōaⁿ）,TRUE
研究院路二段,,Gián-kiú-iān-lōo-2-tuānn,Gián-kiú-iān-lō͘-2-tōaⁿ,研究院路二段,Gián-kiú-iān-lōo-2-tuānn | Gián-kiú-iān-lō͘-2-tōaⁿ,研究院路二段（Gián-kiú-iān-lōo-2-tuānn | Gián-kiú-iān-lō͘-2-tōaⁿ）,TRUE
研究院路三段,,Gián-kiú-iān-lō͘-3-tōaⁿ,Gián-kiú-iān-lō͘-3-tōaⁿ,研究院路三段,Gián-kiú-iān-lō͘-3-tōaⁿ,研究院路三段（Gián-kiú-iān-lō͘-3-tōaⁿ）,TRUE
研究院路四段,,Gián-kiú-iān-lōo-4-tuānn,Gián-kiú-iān-lō͘-4-tōaⁿ,研究院路四段,Gián-kiú-iān-lōo-4-tuānn | Gián-kiú-iān-lō͘-4-tōaⁿ,研究院路四段（Gián-kiú-iān-lōo-4-tuānn | Gián-kiú-iān-lō͘-4-tōaⁿ）,TRUE
科工館,科工館,Kho-kang-kuán,Kho-kang-koán,科工館,Kho-kang-kuán | Kho-kang-koán,科工館（Kho-kang-kuán | Kho-kang-koán）,FALSE
,科技大樓,Kho-ki Tuā-lâu,,科技大樓,Kho-ki Tuā-lâu,科技大樓（Kho-ki Tuā-lâu）,FALSE
紅河,紅河,Âng-hô,Âng-hô,紅河,Âng-hô,紅河（Âng-hô）,FALSE
紅柴林,,,Âng-tshâ-nâ,紅柴林,Âng-tshâ-nâ,紅柴林（Âng-tshâ-nâ）,FALSE
紅葉溪,紅葉溪,Âng-hio̍h-khe,Âng-hio̍h-khe,紅葉溪,Âng-hio̍h-khe,紅葉溪（Âng-hio̍h-khe）,FALSE
,紅樹林,Âng-tshiū-nâ,,紅樹林,Âng-tshiū-nâ,紅樹林（Âng-tshiū-nâ）,FALSE
紅頭村 Imorod,,,Âng-thâu,紅頭村 Imorod,Âng-thâu,紅頭村 Imorod（Âng-thâu）,FALSE
美崙公園,美崙公園,Bí-lūn Kong-hn̂g,Bí-lūn Kong-hn̂g,美崙公園,Bí-lūn Kong-hn̂g,美崙公園（Bí-lūn Kong-hn̂g）,FALSE
美術館,美術館,Bí-su̍t-kuán,Bí-su̍t-koán,美術館,Bí-su̍t-kuán | Bí-su̍t-koán,美術館（Bí-su̍t-kuán | Bí-su̍t-koán）,FALSE
美通橋,,,Bí-thong-kiô,美通橋,Bí-thong-kiô,美通橋（Bí-thong-kiô）,FALSE
美濃區,,,Bi-long-khu,美濃區,Bi-long-khu,美濃區（Bi-long-khu）,FALSE
美濃溪,美濃溪,Bí-long-khe,Bí-long-khe,美濃溪,Bí-long-khe,美濃溪（Bí-long-khe）,FALSE
,美麗島,Bí-lē-tó,,美麗島,Bí-lē-tó,美麗島（Bí-lē-tó）,FALSE
苑裡,苑裡,Uán-lí,Oán-lí,苑裡,Uán-lí | Oán-lí,苑裡（Uán-lí | Oán-lí）,FALSE
苑裡鎮,,,Oán-lí-tìn,苑裡鎮,Oán-lí-tìn,苑裡鎮（Oán-lí-tìn）,FALSE
苓雅區,,,Lêng-ngá-khu,苓雅區,Lêng-ngá-khu,苓雅區（Lêng-ngá-khu）,FALSE
苗北藝文中心,苗北藝文中心,Biâu-pak Gē-bûn Tiong-sim,Biâu-pak Gē-bûn Tiong-sim,苗北藝文中心,Biâu-pak Gē-bûn Tiong-sim,苗北藝文中心（Biâu-pak Gē-bûn Tiong-sim）,FALSE
苗栗,苗栗,Biâu-li̍k,Biâu-le̍k,苗栗,Biâu-li̍k | Biâu-le̍k,苗栗（Biâu-li̍k | Biâu-le̍k）,FALSE
苗栗工藝園區,苗栗工藝園區,Biâu-li̍k Kang-gē Hn̂g-khu,Biâu-le̍k Kang-gē Hn̂g-khu,苗栗工藝園區,Biâu-li̍k Kang-gē Hn̂g-khu | Biâu-le̍k Kang-gē Hn̂g-khu,苗栗工藝園區（Biâu-li̍k Kang-gē Hn̂g-khu | Biâu-le̍k Kang-gē Hn̂g-khu）,FALSE
苗栗火車站(西站),苗栗火車頭(西站),Tik-lâm Hué-tshia-tsām(Se-tsām),Tek-lâm Hóe-chhia-chām(Se-chām),苗栗火車頭(西站),Tik-lâm Hué-tshia-tsām(Se-tsām) | Tek-lâm Hóe-chhia-chām(Se-chām),苗栗火車頭(西站)（Tik-lâm Hué-tshia-tsām(Se-tsām) | Tek-lâm Hóe-chhia-chām(Se-chām)）,TRUE
苗栗市,,,Biâu-le̍k-chhī,苗栗市,Biâu-le̍k-chhī,苗栗市（Biâu-le̍k-chhī）,FALSE
苗栗交流道,苗栗交流道,Biâu-li̍k Kau-liû-tō,Biâu-le̍k Kau-liû-tō,苗栗交流道,Biâu-li̍k Kau-liû-tō | Biâu-le̍k Kau-liû-tō,苗栗交流道（Biâu-li̍k Kau-liû-tō | Biâu-le̍k Kau-liû-tō）,FALSE
苗栗農改場,苗栗農改場,Biâu-li̍k Lông-kái-tiûnn,Biâu-le̍k Lông-kái-tiûⁿ,苗栗農改場,Biâu-li̍k Lông-kái-tiûnn | Biâu-le̍k Lông-kái-tiûⁿ,苗栗農改場（Biâu-li̍k Lông-kái-tiûnn | Biâu-le̍k Lông-kái-tiûⁿ）,FALSE
苗栗縣,苗栗縣,Biâu-li̍k-kuān,Biâu-le̍k-koān,苗栗縣,Biâu-li̍k-kuān | Biâu-le̍k-koān,苗栗縣（Biâu-li̍k-kuān | Biâu-le̍k-koān）,FALSE
苧子園坑,苧仔園坑,Tuē-á-hn̂g-khinn,Tōe-á-hn̂g-khiⁿ,苧仔園坑,Tuē-á-hn̂g-khinn | Tōe-á-hn̂g-khiⁿ,苧仔園坑（Tuē-á-hn̂g-khinn | Tōe-á-hn̂g-khiⁿ）,FALSE
茂林區,,,Bō͘-lîm-khu,茂林區,Bō͘-lîm-khu,茂林區（Bō͘-lîm-khu）,FALSE
佳冬,茄苳,Ka-tang,Ka-tang,茄苳,Ka-tang,茄苳（Ka-tang）,FALSE
茄苳脚,茄苳跤,Ka-tang-kha,Ka-tang-kha,茄苳跤,Ka-tang-kha,茄苳跤（Ka-tang-kha）,FALSE
茄萣區,,,Ka-tiāⁿ-khu,茄萣區,Ka-tiāⁿ-khu,茄萣區（Ka-tiāⁿ-khu）,FALSE
茅仔埔,茅仔埔,Hm̂-á-poo,Hm̂-á-po͘,茅仔埔,Hm̂-á-poo | Hm̂-á-po͘,茅仔埔（Hm̂-á-poo | Hm̂-á-po͘）,FALSE
軍功坑,軍功坑,Kun-kóng-khinn,Kun-kong-khiⁿ,軍功坑,Kun-kóng-khinn | Kun-kong-khiⁿ,軍功坑（Kun-kóng-khinn | Kun-kong-khiⁿ）,FALSE
迪化街一段,迪化街一段,Ti̍k-huà-kue 1-tuānn,Te̍k-hòa-koe 1-tōaⁿ,迪化街一段,Ti̍k-huà-kue 1-tuānn | Te̍k-hòa-koe 1-tōaⁿ,迪化街一段（Ti̍k-huà-kue 1-tuānn | Te̍k-hòa-koe 1-tōaⁿ）,TRUE
迪化街二段,,Ti̍k-huà-kue 2-tuānn,Te̍k-hòa-koe 2-tōaⁿ,迪化街二段,Ti̍k-huà-kue 2-tuānn | Te̍k-hòa-koe 2-tōaⁿ,迪化街二段（Ti̍k-huà-kue 2-tuānn | Te̍k-hòa-koe 2-tōaⁿ）,TRUE
重陽路,重陽路,Tiông-iông-lōo,Tiông-iông-lō͘,重陽路,Tiông-iông-lōo | Tiông-iông-lō͘,重陽路（Tiông-iông-lōo | Tiông-iông-lō͘）,FALSE
重陽橋,,,Tiông-iông-kiô,重陽橋,Tiông-iông-kiô,重陽橋（Tiông-iông-kiô）,FALSE
重新路一段,重新路一段,Tiông-sin-lōo 1-tuānn,Tiông-sin-lō͘ 1-tōaⁿ,重新路一段,Tiông-sin-lōo 1-tuānn | Tiông-sin-lō͘ 1-tōaⁿ,重新路一段（Tiông-sin-lōo 1-tuānn | Tiông-sin-lō͘ 1-tōaⁿ）,TRUE
重新路二段,重新路二段,Tiông-sin-lōo 2-tuānn,Tiông-sin-lō͘ 2-tōaⁿ,重新路二段,Tiông-sin-lōo 2-tuānn | Tiông-sin-lō͘ 2-tōaⁿ,重新路二段（Tiông-sin-lōo 2-tuānn | Tiông-sin-lō͘ 2-tōaⁿ）,TRUE
重新路三段,重新路三段,Tiông-sin-lōo 3-tuānn,Tiông-sin-lō͘ 3-tōaⁿ,重新路三段,Tiông-sin-lōo 3-tuānn | Tiông-sin-lō͘ 3-tōaⁿ,重新路三段（Tiông-sin-lōo 3-tuānn | Tiông-sin-lō͘ 3-tōaⁿ）,TRUE
重新路五段,重新路五段,Tiông-sin-lōo 5-tuānn,Tiông-sin-lō͘ 5-tōaⁿ,重新路五段,Tiông-sin-lōo 5-tuānn | Tiông-sin-lō͘ 5-tōaⁿ,重新路五段（Tiông-sin-lōo 5-tuānn | Tiông-sin-lō͘ 5-tōaⁿ）,TRUE
重新路四段,重新路四段,Tiông-sin-lōo 4-tuānn,Tiông-sin-lō͘ 4-tōaⁿ,重新路四段,Tiông-sin-lōo 4-tuānn | Tiông-sin-lō͘ 4-tōaⁿ,重新路四段（Tiông-sin-lōo 4-tuānn | Tiông-sin-lō͘ 4-tōaⁿ）,TRUE
重翠大橋,,Tiông-tshuì Tuā-kiô,Tiông-chhùi Tōa-kiô,重翠大橋,Tiông-tshuì Tuā-kiô | Tiông-chhùi Tōa-kiô,重翠大橋（Tiông-tshuì Tuā-kiô | Tiông-chhùi Tōa-kiô）,FALSE
重慶北路一段,重慶北路一段,Tiông-khìng Pak-lōo 1-tuānn,Tiông-khèng Pak-lō͘ 1-tōaⁿ,重慶北路一段,Tiông-khìng Pak-lōo 1-tuānn | Tiông-khèng Pak-lō͘ 1-tōaⁿ,重慶北路一段（Tiông-khìng Pak-lōo 1-tuānn | Tiông-khèng Pak-lō͘ 1-tōaⁿ）,TRUE
重慶北路二段,重慶北路二段,Tiông-khìng Pak-lōo 2-tuānn,Tiōng-khèng Pak-lō͘ 2-tōaⁿ,重慶北路二段,Tiông-khìng Pak-lōo 2-tuānn | Tiōng-khèng Pak-lō͘ 2-tōaⁿ,重慶北路二段（Tiông-khìng Pak-lōo 2-tuānn | Tiōng-khèng Pak-lō͘ 2-tōaⁿ）,TRUE
重慶北路三段,重慶北路三段,Tiông-khìng Pak-lōo 3-tuānn,Tiông-khèng Pak-lō͘ 3-tōaⁿ,重慶北路三段,Tiông-khìng Pak-lōo 3-tuānn | Tiông-khèng Pak-lō͘ 3-tōaⁿ,重慶北路三段（Tiông-khìng Pak-lōo 3-tuānn | Tiông-khèng Pak-lō͘ 3-tōaⁿ）,TRUE
重慶北路四段,,Tiông-khìng Pak-lōo 4-tuānn,Tiōng-khèng Pak-lō͘ 4-tōaⁿ,重慶北路四段,Tiông-khìng Pak-lōo 4-tuānn | Tiōng-khèng Pak-lō͘ 4-tōaⁿ,重慶北路四段（Tiông-khìng Pak-lōo 4-tuānn | Tiōng-khèng Pak-lō͘ 4-tōaⁿ）,TRUE
重慶南路一段,重慶南路一段,Tiōng-khìng Lâm-lōo 1-tuānn,Tiōng-khèng Lâm-lō͘ 1-tōaⁿ,重慶南路一段,Tiōng-khìng Lâm-lōo 1-tuānn | Tiōng-khèng Lâm-lō͘ 1-tōaⁿ,重慶南路一段（Tiōng-khìng Lâm-lōo 1-tuānn | Tiōng-khèng Lâm-lō͘ 1-tōaⁿ）,TRUE
重慶南路一段,重慶南路一段,Tiông-khìng Lâm-lōo 1-tuānn,Tiông-khèng Lâm-lō͘ 1-tōaⁿ,重慶南路一段,Tiông-khìng Lâm-lōo 1-tuānn | Tiông-khèng Lâm-lō͘ 1-tōaⁿ,重慶南路一段（Tiông-khìng Lâm-lōo 1-tuānn | Tiông-khèng Lâm-lō͘ 1-tōaⁿ）,TRUE
重慶南路一段118巷,重慶南路一段118巷,Tiông-khìng Lâm-lōo 1-tuānn 118-hāng,Tiông-khèng Lâm-lō͘ 1-tōaⁿ 118-hāng,重慶南路一段118巷,Tiông-khìng Lâm-lōo 1-tuānn 118-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 118-hāng,重慶南路一段118巷（Tiông-khìng Lâm-lōo 1-tuānn 118-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 118-hāng）,TRUE
重慶南路一段126巷,重慶南路一段126巷,Tiông-khìng Lâm-lōo 1-tuānn 126-hāng,Tiông-khèng Lâm-lō͘ 1-tōaⁿ 126-hāng,重慶南路一段126巷,Tiông-khìng Lâm-lōo 1-tuānn 126-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 126-hāng,重慶南路一段126巷（Tiông-khìng Lâm-lōo 1-tuānn 126-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 126-hāng）,TRUE
重慶南路一段136巷,重慶南路一段136巷,Tiông-khìng Lâm-lōo 1-tuānn 136-hāng,Tiông-khèng Lâm-lō͘ 1-tōaⁿ 136-hāng,重慶南路一段136巷,Tiông-khìng Lâm-lōo 1-tuānn 136-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 136-hāng,重慶南路一段136巷（Tiông-khìng Lâm-lōo 1-tuānn 136-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 136-hāng）,TRUE
重慶南路一段23巷,重慶南路一段23巷,Tiông-khìng Lâm-lōo 1-tuānn 23-hāng,Tiông-khèng Lâm-lō͘ 1-tōaⁿ 23-hāng,重慶南路一段23巷,Tiông-khìng Lâm-lōo 1-tuānn 23-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 23-hāng,重慶南路一段23巷（Tiông-khìng Lâm-lōo 1-tuānn 23-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 23-hāng）,TRUE
重慶南路一段29巷,重慶南路一段29巷,Tiông-khìng Lâm-lōo 1-tuānn 29-hāng,Tiông-khèng Lâm-lō͘ 1-tōaⁿ 29-hāng,重慶南路一段29巷,Tiông-khìng Lâm-lōo 1-tuānn 29-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 29-hāng,重慶南路一段29巷（Tiông-khìng Lâm-lōo 1-tuānn 29-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 29-hāng）,TRUE
重慶南路一段46巷,重慶南路一段46巷,Tiông-khìng Lâm-lōo 1-tuānn 46-hāng,Tiông-khèng Lâm-lō͘ 1-tōaⁿ 46-hāng,重慶南路一段46巷,Tiông-khìng Lâm-lōo 1-tuānn 46-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 46-hāng,重慶南路一段46巷（Tiông-khìng Lâm-lōo 1-tuānn 46-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 46-hāng）,TRUE
重慶南路一段5巷,重慶南路一段5巷,Tiông-khìng Lâm-lōo 1-tuānn 5-hāng,Tiông-khèng Lâm-lō͘ 1-tōaⁿ 5-hāng,重慶南路一段5巷,Tiông-khìng Lâm-lōo 1-tuānn 5-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 5-hāng,重慶南路一段5巷（Tiông-khìng Lâm-lōo 1-tuānn 5-hāng | Tiông-khèng Lâm-lō͘ 1-tōaⁿ 5-hāng）,TRUE
重慶南路二段,重慶南路二段,Tiông-khìng Lâm-lōo 2-tuānn,Tiông-khèng Lâm-lō͘ 2-tōaⁿ,重慶南路二段,Tiông-khìng Lâm-lōo 2-tuānn | Tiông-khèng Lâm-lō͘ 2-tōaⁿ,重慶南路二段（Tiông-khìng Lâm-lōo 2-tuānn | Tiông-khèng Lâm-lō͘ 2-tōaⁿ）,TRUE
重慶南路二段19巷,重慶南路二段19巷,Tiông-khìng Lâm-lōo 2-tuānn 19-hāng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 19-hāng,重慶南路二段19巷,Tiông-khìng Lâm-lōo 2-tuānn 19-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 19-hāng,重慶南路二段19巷（Tiông-khìng Lâm-lōo 2-tuānn 19-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 19-hāng）,TRUE
重慶南路二段6巷,重慶南路二段6巷,Tiông-khìng Lâm-lōo 2-tuānn 6-hāng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 6-hāng,重慶南路二段6巷,Tiông-khìng Lâm-lōo 2-tuānn 6-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 6-hāng,重慶南路二段6巷（Tiông-khìng Lâm-lōo 2-tuānn 6-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 6-hāng）,TRUE
重慶南路二段70巷,重慶南路二段70巷,Tiông-khìng Lâm-lōo 2-tuānn 70-hāng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 70-hāng,重慶南路二段70巷,Tiông-khìng Lâm-lōo 2-tuānn 70-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 70-hāng,重慶南路二段70巷（Tiông-khìng Lâm-lōo 2-tuānn 70-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 70-hāng）,TRUE
重慶南路二段7巷,重慶南路二段7巷,Tiông-khìng Lâm-lōo 2-tuānn 7-hāng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 7-hāng,重慶南路二段7巷,Tiông-khìng Lâm-lōo 2-tuānn 7-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 7-hāng,重慶南路二段7巷（Tiông-khìng Lâm-lōo 2-tuānn 7-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 7-hāng）,TRUE
重慶南路二段86巷,重慶南路二段86巷,Tiông-khìng Lâm-lōo 2-tuānn 86-hāng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 86-hāng,重慶南路二段86巷,Tiông-khìng Lâm-lōo 2-tuānn 86-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 86-hāng,重慶南路二段86巷（Tiông-khìng Lâm-lōo 2-tuānn 86-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 86-hāng）,TRUE
重慶南路二段86巷2弄,重慶南路二段86巷2弄,Tiông-khìng Lâm-lōo 2-tuānn 86-hāng 2-lōng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 86-hāng 2-lōng,重慶南路二段86巷2弄,Tiông-khìng Lâm-lōo 2-tuānn 86-hāng 2-lōng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 86-hāng 2-lōng,重慶南路二段86巷2弄（Tiông-khìng Lâm-lōo 2-tuānn 86-hāng 2-lōng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 86-hāng 2-lōng）,TRUE
重慶南路二段8巷,重慶南路二段8巷,Tiông-khìng Lâm-lōo 2-tuānn 8-hāng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng,重慶南路二段8巷,Tiông-khìng Lâm-lōo 2-tuānn 8-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng,重慶南路二段8巷（Tiông-khìng Lâm-lōo 2-tuānn 8-hāng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng）,TRUE
重慶南路二段8巷10弄,重慶南路二段8巷10弄,Tiông-khìng Lâm-lōo 2-tuānn 8-hāng 10-lōng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng 10-lōng,重慶南路二段8巷10弄,Tiông-khìng Lâm-lōo 2-tuānn 8-hāng 10-lōng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng 10-lōng,重慶南路二段8巷10弄（Tiông-khìng Lâm-lōo 2-tuānn 8-hāng 10-lōng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng 10-lōng）,TRUE
重慶南路二段8巷16弄,重慶南路二段8巷16弄,Tiông-khìng Lâm-lōo 2-tuānn 8-hāng 16-lōng,Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng 16-lōng,重慶南路二段8巷16弄,Tiông-khìng Lâm-lōo 2-tuānn 8-hāng 16-lōng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng 16-lōng,重慶南路二段8巷16弄（Tiông-khìng Lâm-lōo 2-tuānn 8-hāng 16-lōng | Tiông-khèng Lâm-lō͘ 2-tōaⁿ 8-hāng 16-lōng）,TRUE
重慶南路三段,重慶南路三段,Tiông-khìng Lâm-lōo 3-tuānn,Tiông-khèng Lâm-lō͘ 3-tōaⁿ,重慶南路三段,Tiông-khìng Lâm-lōo 3-tuānn | Tiông-khèng Lâm-lō͘ 3-tōaⁿ,重慶南路三段（Tiông-khìng Lâm-lōo 3-tuānn | Tiông-khèng Lâm-lō͘ 3-tōaⁿ）,TRUE
重慶國中,重慶國中,Tiong-khìng Kok-tiong,Tiōng-khèng Kok-tiong,重慶國中,Tiong-khìng Kok-tiong | Tiōng-khèng Kok-tiong,重慶國中（Tiong-khìng Kok-tiong | Tiōng-khèng Kok-tiong）,FALSE
風禾公園,風禾公園,Hong-hô Kong-hn̂g,Hong-hô Kong-hn̂g,風禾公園,Hong-hô Kong-hn̂g,風禾公園（Hong-hô Kong-hn̂g）,FALSE
風溪橋,,,Hong-khe-kiô,風溪橋,Hong-khe-kiô,風溪橋（Hong-khe-kiô）,FALSE
風路坑,風路坑,Hong-lōo-khinn,Hong-lō͘-khiⁿ,風路坑,Hong-lōo-khinn | Hong-lō͘-khiⁿ,風路坑（Hong-lōo-khinn | Hong-lō͘-khiⁿ）,FALSE
風櫃國小,,,Hong-kuī-kok-sió,風櫃國小,Hong-kuī-kok-sió,風櫃國小（Hong-kuī-kok-sió）,FALSE
香山,香山,Hiong-san,Hiong-san,香山,Hiong-san,香山（Hiong-san）,FALSE
香山區,,,Hiong-san-khu,香山區,Hiong-san-khu,香山區（Hiong-san-khu）,FALSE
倒追仔,,,tó-tūi-á,倒追仔,tó-tūi-á,倒追仔（tó-tūi-á）,FALSE
凌厝,凌厝,Lîng-tshù,Lêng-chhù,凌厝,Lîng-tshù | Lêng-chhù,凌厝（Lîng-tshù | Lêng-chhù）,FALSE
厝仔,,,Tshù-á,厝仔,Tshù-á,厝仔（Tshù-á）,FALSE
員山鄉,,,Îⁿ-soaⁿ-hiong,員山鄉,Îⁿ-soaⁿ-hiong,員山鄉（Îⁿ-soaⁿ-hiong）,FALSE
員林,員林,Uân-lîm,Oân-lîm,員林,Uân-lîm | Oân-lîm,員林（Uân-lîm | Oân-lîm）,FALSE
員林市,,,Oân-lîm-chhī,員林市,Oân-lîm-chhī,員林市（Oân-lîm-chhī）,FALSE
員林坑,員林坑,Uân-lîm-khinn,Oân-lîm-khiⁿ,員林坑,Uân-lîm-khinn | Oân-lîm-khiⁿ,員林坑（Uân-lîm-khinn | Oân-lîm-khiⁿ）,FALSE
員潭溪,員潭溪,Uân-thâm-khue,Oân-thâm-khoe,員潭溪,Uân-thâm-khue | Oân-thâm-khoe,員潭溪（Uân-thâm-khue | Oân-thâm-khoe）,FALSE
埔子,,,Po͘-tsí,埔子,Po͘-tsí,埔子（Po͘-tsí）,FALSE
埔心,埔心,Poo-sim,Po͘-sim,埔心,Poo-sim | Po͘-sim,埔心（Poo-sim | Po͘-sim）,FALSE
埔心鄉,,,Po͘-sim-hiong,埔心鄉,Po͘-sim-hiong,埔心鄉（Po͘-sim-hiong）,FALSE
埔尾,埔尾,Poo-bué,Po͘-bóe,埔尾,Poo-bué | Po͘-bóe,埔尾（Poo-bué | Po͘-bóe）,FALSE
埔里站,埔里站,Poo-lí-tsām,Po͘-lí-chām,埔里站,Poo-lí-tsām | Po͘-lí-chām,埔里站（Poo-lí-tsām | Po͘-lí-chām）,FALSE
